PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0R3fF,8/PK6/5bk1/3R3p/5P2/r7/8/8 b - - 4 46,a3b3 b7a6 f6c3 d5a5,2361,85,90,1318,crushing defensiveMove endgame master short,https://lichess.org/d4R4XKko/black#92,
0R66h,r4rk1/pb3p1p/1p1p1np1/2pPn1q1/2P1P3/1P4PQ/P3B2P/R1B2NK1 b - - 4 20,b7c8 h3g2 f6e4 c1g5,2357,152,100,21,equality middlegame quietMove short trappedPiece,https://lichess.org/uFRBb0cj/black#40,
0RAUi,3r4/1kp1R2P/1p3p2/5K2/p7/7P/5P2/8 b - - 1 42,a4a3 e7e3 a3a2 e3a3,2397,76,85,104,advantage endgame master rookEndgame short,https://lichess.org/Yr1xX8OU/black#84,
0RAlQ,3r1rk1/5ppp/p1N3b1/3p4/Q3n3/1P2P1Pq/PB3P1P/R2R2K1 w - - 1 24,c6d8 e4g5 a4f4 g6e4 f2f3 g5f3 f4f3 e4f3,2310,83,87,462,clearance crushing kingsideAttack middlegame quietMove veryLong,https://lichess.org/OA6ODxnF#47,
0RHFA,8/5pk1/p2p2p1/8/Q1r1P3/3q3P/KR6/7R w - - 6 30,a4b3 d3e4 h1h2 c4a4 b3a4 e4a4,2325,213,75,6,crushing endgame exposedKing long,https://lichess.org/bphkS9tV#59,
0RKHa,r2q1r2/pp2bpBk/2p2n2/3p4/4P3/1NPB4/PP2KP1P/R5R1 b - - 0 17,f8g8 e4d5 f6e4 d3e4 f7f5 e4f5,2321,76,94,516,discoveredAttack exposedKing long mate mateIn3 middlegame,https://lichess.org/ha9KCR0g/black#34,Philidor_Defense Philidor_Defense_Other_variations
0RNR4,8/p7/p1P5/3p1b1P/1k1K4/8/8/8 b - - 2 44,b4b5 c6c7 b5b6 d4e5,2318,86,83,41,advancedPawn bishopEndgame crushing endgame master short,https://lichess.org/hX5vrdXK/black#88,
0RNUP,3rk3/1p1bbr2/1Np2qp1/p1B2n1p/4Q3/7P/PPP1RPP1/2K1R3 b - - 1 29,a5a4 e4f4,2375,101,85,67,advantage middlegame oneMove pin,https://lichess.org/FAYKe25k/black#58,
0RPfm,1rb1k2r/p2q1p2/2pp3p/4p1p1/2P1n3/1PQ2NB1/P4PPP/3R1RK1 w k - 0 17,f3e5 e4c3 e5d7 c3e2 g1h1 e2g3,2321,95,89,1421,advantage kingsideAttack long middlegame,https://lichess.org/kHfmHuGO#33,Sicilian_Defense Sicilian_Defense_Chekhover_Variation
0RQFM,8/p4kpQ/1p6/3q3P/6Pp/Pb2PK2/5P2/R7 w - - 1 36,f3f4 d5d6 f4f3 d6c6 e3e4 c6c3,2398,141,82,9,advantage endgame long,https://lichess.org/qNtjFeWm#71,
0RR8r,r5k1/ppp2ppp/2nb2r1/8/2PPn3/PP1B1N1q/1B3PPP/R2QR1K1 w - - 2 17,g2g3 d6g3 f2g3 g6g3 h2g3 h3g3 g1f1 g3f2,2311,77,87,106,kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/wacWHHTz#33,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation
0RXSU,8/8/4R3/1pP1p3/1P1r4/1K1k4/8/8 b - - 2 55,e5e4 e6d6 e4e3 d6d4 d3d4 b3c2 d4e4 c2d1,2328,76,93,168,crushing defensiveMove endgame rookEndgame veryLong,https://lichess.org/ftTUgvn1/black#110,
0RZm0,8/p4pk1/6p1/1b4Q1/3Pq3/4B3/P3r1P1/5RK1 b - - 6 34,e2e3 g5f6 g7h7 f1f4 e4f4 f6f4 e3e1 g1h2,2382,77,92,3855,advantage defensiveMove endgame veryLong,https://lichess.org/ma5pbsPp/black#68,
0Rd40,8/p7/1p5p/6p1/2kPpbP1/2P1B2P/P4K2/8 w - - 3 39,h3h4 c4d3 e3f4 g5f4,2383,76,96,383,bishopEndgame crushing endgame master short,https://lichess.org/EifnLVi3#77,
0RetN,r4rk1/pp4pp/2n1N3/3Q1p2/qP1P4/8/1P3PPP/2B2RK1 b - - 0 19,c6b4 d5b7 a4d7 b7d7,2360,79,80,276,crushing middlegame short,https://lichess.org/XfH8qR3u/black#38,French_Defense French_Defense_Advance_Variation
0RkEE,4rrk1/1bpp1pp1/1p4np/p3PP2/3P2Q1/2P1K1B1/PP1N2q1/6RR b - - 3 23,g6e5 d4e5 e8e5 g3e5 g2g4 g1g4,2325,86,90,867,crushing long middlegame,https://lichess.org/eWuFZsVt/black#46,
0Rkti,2kr2nr/1pqbb3/p1n1p3/3pPpB1/Q2P4/N1PB1N2/6PP/1R3RK1 b - - 0 17,e7g5 b1b7 c7b7 d3a6 g5e3 g1h1,2363,86,88,551,crushing long middlegame pin sacrifice,https://lichess.org/uaIW2pdu/black#34,Sicilian_Defense Sicilian_Defense_Wing_Gambit
0RlK7,r5r1/p1p2k1p/1p6/3pR3/1R6/2B3Pb/P4P1P/6K1 b - - 0 22,c7c5 b4f4 f7g6 e5d5 a8f8 d5d6,2306,87,86,763,crushing endgame long,https://lichess.org/dftRiuJF/black#44,
0RpdS,2r5/1RP5/p4kPp/1b6/4PKP1/5P2/8/8 b - - 0 52,f6g6 f4e5 b5e2 f3f4,2349,84,91,1308,advantage defensiveMove endgame short,https://lichess.org/ZUiiPh3L/black#104,
0RrCG,2kr3r/Q1p4p/p2q4/1p1Ppn2/5p2/2N5/PPP4P/1K1R2R1 b - - 1 24,f5e3 g1g7 d6b6 a7a8 b6b8 g7c7 c8c7 a8c6,2388,100,77,31,attraction mate mateIn4 middlegame pin queensideAttack sacrifice veryLong,https://lichess.org/OPmlDGpT/black#48,
0RsAT,2r3k1/1p3p1p/3q2p1/1PpPp3/2r1P2Q/6PP/6R1/5RK1 b - - 3 31,c4d4 f1f7 g8f7 h4h7 f7e8 g2f2 d6e7 h7g6 e8d7 f2f7,2331,82,90,248,advantage attraction deflection endgame master masterVsMaster pin quietMove sacrifice veryLong,https://lichess.org/rz8hYeck/black#62,
0Rtk7,5rk1/p1r1pp1p/6pQ/npqPN3/2P1P3/2R5/6PP/5B1K b - - 3 25,c5f2 c3f3 f2e1 h1g1,2367,93,90,732,advantage defensiveMove master middlegame short,https://lichess.org/lRd8BYAx/black#50,
0Rx16,8/p4Rkp/6p1/2bB4/2P3PP/1P6/Pr2rPK1/8 b - - 0 32,g7h6 g4g5 h6h5 g2h3 e2e3 f2e3,2370,85,84,257,crushing endgame long,https://lichess.org/qe6qqNIK/black#64,
0RxJy,2r2k1r/p4p2/3p4/3Q4/3P4/4qP2/P5PP/R4RK1 w - - 1 27,g1h1 e3f4 h2h3 c8c2 d5a8 f8g7 a8h8 g7h8,2317,81,73,53,endgame,https://lichess.org/rTAk0l7M#53,
0S0mI,6k1/6p1/2p1q2p/4P3/1p1P4/4Q2P/r5PK/2R5 w - - 0 39,c1c6 a2g2 h2g2 e6c6,2342,87,79,35,attraction crushing endgame intermezzo short,https://lichess.org/ULyFPARd#77,
0S0tg,8/8/8/3b4/N5kp/P7/5K2/8 w - - 3 52,a4c3 d5f3 c3e2 h4h3 e2g1 h3h2 g1f3 h2h1q,2347,90,87,472,advancedPawn crushing endgame promotion quietMove veryLong,https://lichess.org/I7kzvl58#103,
0S1T6,8/2k5/2p1p2p/pp2Pp1P/2PP4/3K4/P5P1/8 w - - 1 44,c4c5 b5b4 d3c4 c7b7,2307,77,76,85,advantage defensiveMove endgame pawnEndgame quietMove short,https://lichess.org/yINnOpSF#87,
0S3xu,r2q3k/p1p3pp/2pp2n1/8/8/1Q2NP1b/PP6/R1B1R1K1 w - - 0 19,e3g4 d8h4 e1e2 h4g3 g1h1 g6h4,2337,79,86,82,advantage exposedKing long middlegame,https://lichess.org/cUy4OpKs#37,
0S4GV,8/1p6/p1p5/2P1k1p1/1P1p1pP1/1P3P1P/3K4/8 w - - 0 39,d2d3 e5d5 d3c2 a6a5 b4a5 d5c5 c2d3 c5d5 b3b4 c6c5 b4b5 c5c4,2366,81,81,122,crushing deflection endgame pawnEndgame veryLong zugzwang,https://lichess.org/0TdzTISA#77,
0SAdI,6k1/5p2/4p1p1/1PNpP3/1Rnr1P2/8/7P/6K1 b - - 2 39,d4f4 b5b6 f4g4 g1h1 c4b6 b4g4,2369,88,90,1220,advantage defensiveMove endgame long,https://lichess.org/lC00BiHY/black#78,
0SCGh,b4rk1/5ppp/pp2p3/2b5/3NB3/1P4qP/PB3R2/1Q1R2K1 w - - 0 26,f2g2 g3e3 g1f1 a8e4 g2g7 g8g7,2348,86,91,728,crushing fork long master middlegame,https://lichess.org/DlaT14Gr#51,
0SKDn,8/5Q2/2pNpp1k/2Pq2p1/3Pp3/4P3/pP3P2/3K4 w - - 3 34,f7f6 h6h5 f6h8 h5g4 h8a8 d5b3 d1c1 g4f3 a8a6 g5g4,2319,90,76,55,crushing defensiveMove endgame exposedKing master veryLong,https://lichess.org/fJwAeP6T#67,
0SO7D,4rrk1/pQbq2p1/7p/4p3/2Np4/1P1P1p2/PBP2PPP/R3R1K1 w - - 0 26,c4e5 e8e5 e1e5 d7g4 g2g3 g4h3 b7f3 f8f3,2334,118,62,27,advantage middlegame sacrifice veryLong,https://lichess.org/YW65jsrF#51,
0SPWM,3k4/8/3P1b1p/2N1p3/PKP1Pp2/1P3b2/3R3P/2r5 b - - 4 39,c1d1 d2d1 f3d1 a4a5,2301,75,93,2048,advantage defensiveMove endgame short,https://lichess.org/MRyctqCY/black#78,
0SWL2,r2qr1k1/p4ppp/3p1b1B/2p2P2/6Q1/5R2/PPP5/R5K1 b - - 3 21,f6b2 h6g7 h7h5 g4g2 g8h7 g7b2 e8g8 f3g3 g8g3 g2g3,2315,83,90,3883,advantage middlegame quietMove veryLong,https://lichess.org/ZVEGjRcW/black#42,
0SYmN,3R4/5pk1/4p3/1p1pP3/1P1P2r1/Pq3NPp/5P2/2Q3K1 w - - 3 30,c1e3 g4g3 g1h2 b3e3 f2e3 g3f3,2322,149,83,30,advantage capturingDefender endgame long,https://lichess.org/Zb3EUatG#59,
0Sgbu,r4rk1/pp3p2/2p1pPp1/6Qp/8/7P/qPP2PP1/4RRK1 b - - 1 21,a2b2 e1b1 b2c3 b1b3,2355,79,82,84,crushing endgame short,https://lichess.org/XEkdTPr5/black#42,
0Sgk0,r5k1/pp2b1p1/n1p3p1/3p2Pp/2nP1q1P/2N2PN1/PP6/1K1RQ2R w - - 2 22,g3h5 f4f5 b1a1 a6b4,2308,79,92,4325,advantage middlegame short,https://lichess.org/RY446TWZ#43,
0SiLw,r2r2k1/1q3ppp/pn2bb2/1p2N2Q/1P1B4/7P/2B2PP1/2R1R1K1 b - - 3 24,d8d4 h5h7 g8f8 e5g6 f7g6 e1e6,2322,88,91,92,advantage deflection discoveredAttack kingsideAttack long middlegame,https://lichess.org/m5cJiB04/black#48,
0SjOi,6rk/3Q2p1/7p/1pp5/3n4/5PR1/5q1P/6RK w - - 4 41,d7d6 d4f5 d6f4 f5g3,2317,77,90,628,crushing endgame fork short,https://lichess.org/ibdNc5KG#81,
0SlH1,8/6p1/3k2p1/1Pp2p2/5PP1/2pPK2P/8/8 w - - 1 42,e3e2 g6g5 f4g5 f5f4,2388,95,90,1137,crushing defensiveMove endgame master pawnEndgame short,https://lichess.org/l5ldvy4m#83,
0Soe5,r1bqr1k1/2p3bp/p2p1pp1/1p1N4/1P1B4/5P2/P1PQ2PP/R3R1K1 b - - 2 19,e8e1 a1e1 c8b7 d4f6 g7f6 e1e8 d8e8 d5f6 g8f7 f6e8,2347,92,90,1165,advantage attraction deflection fork middlegame veryLong,https://lichess.org/yeaxBsNp/black#38,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
0StqS,3r1rk1/pp3ppp/2n1bb2/1qPp4/N3nB1P/P4NP1/1P2PPB1/2RQ1RK1 w - - 1 15,e2e3 d5d4 e3d4 c6d4,2396,95,89,848,advantage middlegame short,https://lichess.org/4tohYz3L#29,Tarrasch_Defense Tarrasch_Defense_Prague_Variation
0SxGj,r1b1k2N/pppp3p/6p1/4n3/3Qnq2/8/PPP2PPP/RN2K2R w KQq - 0 13,f2f3 f4h4 g2g3 e5f3,2358,85,90,1213,crushing deflection middlegame short,https://lichess.org/v0rrU4BE#25,Scotch_Game Scotch_Game_Scotch_Gambit
0T1j5,3rr3/3n1Qpk/pq1P1bpp/1pp5/2n1NB2/P5NP/6P1/1R3R1K b - - 3 27,c4a3 f4h6 h7h6 g3f5 g6f5 f1f5 g7g6 e4f6 d7f6 f5f6,2327,115,42,21,advantage attraction middlegame pin sacrifice veryLong,https://lichess.org/M3RYJMSq/black#54,
0T2bA,8/8/1p6/p6p/PkP4P/1P1K4/8/8 w - - 5 47,d3e4 b4b3 e4d5 b3b4 c4c5 b6c5,2392,76,98,334,crushing endgame long pawnEndgame zugzwang,https://lichess.org/he97ckQo#93,
0T7eK,2q1r1k1/1p4pp/p4P2/8/3Qp3/1PB1Pb2/P1P2P2/2K5 b - - 0 33,c8d8 d4c4 g8f8 c3b4,2396,92,90,2311,crushing endgame short,https://lichess.org/oe8Lg8vT/black#66,
0T8YH,1r4k1/q4p1p/6p1/2bQPb2/3R1P2/P7/1P2B1PP/2B2K2 w - - 5 25,d4d1 c5g1 d5f3 b8b3,2355,80,75,164,advantage middlegame short,https://lichess.org/UjzfBXcV#49,
0TBF1,1r3rk1/p4ppp/b1p1p3/3pP3/3P2R1/6R1/q1PB2PP/3Q2K1 b - - 7 20,b8b1 g4g7 g8h8 d2c1 a6e2 d1d2 b1c1 d2c1,2355,77,98,234,clearance crushing middlegame quietMove veryLong,https://lichess.org/CBgBRUAy/black#40,
0TERb,6k1/1p5p/p5p1/PbpPb3/4r1n1/R1P1B3/2P1rP1N/2Q1R1K1 w - - 0 27,h2g4 e4g4 g1h1 b5c4 e1e2 c4d5 f2f3 d5f3 e2g2 g4g2,2348,91,83,43,crushing fork middlegame veryLong,https://lichess.org/kr7W2AVh#53,
0TEpS,8/1p2B3/p2p4/5K2/P1k2bP1/8/8/8 b - - 1 42,f4e5 e7f6 e5f6 f5f6,2301,77,83,204,bishopEndgame crushing endgame short,https://lichess.org/X7WOXQEP/black#84,
0TGtI,8/r3k2p/PK2p3/8/R7/5p2/P7/8 b - - 1 47,a7a6 b6a6 e6e5 a4a3,2399,82,72,50,crushing endgame hangingPiece rookEndgame short,https://lichess.org/N8s0HzVt/black#94,
0TILz,2rr2k1/5pp1/p4b2/3Np3/1p2P2p/1P2Q2P/KPq3P1/3R3R b - - 1 25,c8c5 d5f6 g7f6 d1d8 g8h7 d8d5 c5c3 e3d2 c2b3 a2b1,2379,81,85,63,crushing discoveredAttack middlegame veryLong,https://lichess.org/9LqpucsE/black#50,
0TIY0,2N3k1/7p/P3p1p1/7n/1Q2Pq1r/R7/8/3R1K2 w - - 2 35,f1e1 h4h1 e1e2 f4h2 e2d3 h1d1,2363,81,79,100,crushing deflection exposedKing long middlegame,https://lichess.org/uo9PacNY#69,
0TO0W,r1b1k3/pp1p1r2/4P3/2pp1p1Q/8/2q2N2/P4P1P/3R1K1R b q - 0 22,c3c4 f1g1 c4g4 h5g4 f5g4 e6f7,2319,91,89,1176,advancedPawn attackingF2F7 crushing defensiveMove long middlegame,https://lichess.org/MpxKBKbz/black#44,
0TP60,5rk1/5r1q/p2p4/2PP2p1/1P3P2/2Q4b/1B3R1P/5RK1 w - - 1 33,f1e1 f7f4 f2f4 f8f4 c3h8 h7h8 b2h8 g8h8,2329,80,90,745,advantage middlegame veryLong,https://lichess.org/8VWo2tPH#65,
0TPnv,1r6/8/5pkp/p4p2/2R2K1P/8/P5P1/8 b - - 2 43,b8b4 c4b4 a5b4 g2g3 h6h5 f4e3,2381,81,89,271,crushing defensiveMove endgame long quietMove rookEndgame,https://lichess.org/QRiXi1HN/black#86,
0TPzN,r6r/pQpk1Npp/3bp3/5b2/7q/1KN1p3/PP1P1PPP/R1B4R w - - 2 14,f7h8 f5d3 b7b5 d3b5,2301,82,86,348,crushing middlegame quietMove short,https://lichess.org/DVxZnFM4#27,Zukertort_Opening Zukertort_Opening_Tennison_Gambit
0TTB5,rn3rk1/ppp3pp/1q2p3/8/4Q3/1P1BBP2/P1P3PP/b2K3R b - - 3 18,c7c5 e4h7 g8f7 h7h5 f7e7 e3c5,2345,77,91,4214,crushing fork kingsideAttack long middlegame,https://lichess.org/6IWo9lfb/black#36,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
0TWjp,8/1p4p1/5k2/1p2p1p1/2p1P1KP/P1P3P1/1P6/8 b - - 0 37,g5h4 g3h4 f6g6 h4h5 g6h6 g4f5 h6h5 f5e5,2309,81,91,536,crushing endgame pawnEndgame veryLong,https://lichess.org/QZh87IiX/black#74,
0TWnC,1r2r2k/p1Q3pp/3p4/8/2B5/4N2P/Pq2KPP1/R6R w - - 1 21,e2f3 e8f8 c4f7 b8b7 c7b7 b2b7,2320,91,91,807,advantage long middlegame pin,https://lichess.org/0SbLJ1r7#41,
0TXaq,r3brk1/5p2/4pRp1/3pP3/p2P3P/4P1RQ/4NKP1/q7 b - - 2 27,e8b5 h4h5 b5e2 f2e2,2377,122,69,15,crushing middlegame short,https://lichess.org/2ADH6klm/black#54,
0TZ6x,1rb1r1k1/1pq2pbp/p2p1np1/P1pP4/4PPn1/R1N5/1P1NB1PP/2BQR1K1 w - - 1 16,d2c4 f6e4 e2g4 c8g4 d1g4 e4c3,2380,100,90,1380,advantage long master middlegame,https://lichess.org/5mXuSyQA#31,Benoni_Defense Benoni_Defense_Knights_Tour_Variation
0TZjE,1k6/5B2/3b3Q/5q2/1p6/6PK/1P3P1P/8 w - - 9 38,g3g4 f5f3 h3h4 f3f2 h4h5 f2f7,2330,81,79,54,crushing endgame fork long,https://lichess.org/n0gJ52fi#75,
0TZnQ,8/3k4/6p1/2P1K2p/pn3B1P/8/P4P2/8 b - - 3 52,b4a2 f4d2 d7c6 e5d4,2344,76,91,1074,crushing defensiveMove endgame master quietMove short,https://lichess.org/ymZ60oMb/black#104,
0TaKt,r1b1k3/1pp2p1p/p1n4Q/3pP3/3P4/q1PB3P/P2N1r2/1K1R2R1 b q - 1 18,c6b4 g1g8 e8d7 e5e6 f7e6 h6h7 d7c6 c3b4,2368,87,89,994,advantage middlegame veryLong,https://lichess.org/zE5FceF5/black#36,Italian_Game Italian_Game_Classical_Variation
0Tevh,3r2k1/p2R1ppp/2n5/2b1P2q/5P2/2pQ3P/P5P1/2BK3R w - - 3 20,d1c2 d8d7 d3d7 h5e2 c2c3 c5d4 d7d4 c6d4,2349,95,85,362,advantage exposedKing middlegame veryLong,https://lichess.org/BOX3gE7a#39,
0TgSy,6k1/1Q3pp1/3p4/6P1/P7/2P4P/r3r1PK/8 b - - 2 30,a2a4 g5g6 f7g6 b7b3 g8h7 b3a4,2345,87,87,110,crushing endgame fork long queenRookEndgame,https://lichess.org/4QoSs7Ai/black#60,
0Tk1f,3r2k1/p2b1p1R/1pn1p1p1/2p3N1/5PP1/2qB4/P1P2Q1P/6K1 b - - 1 30,c3d4 h7f7 d4f2 g1f2,2317,76,91,762,advantage middlegame short,https://lichess.org/6QvlSAxd/black#60,
0TnNN,8/p3rp1k/1p5p/7P/2PBr1P1/1P2pRK1/P3Rn2/8 w - - 4 45,d4e3 f2d1 e3g5 e4e2 g5e7 e2e7,2383,84,90,1581,advantage endgame long master,https://lichess.org/AIeaWD3l#89,
0TpWT,3r2k1/2R3p1/p1q2p1p/5Q2/3rP2P/3bR1B1/6PK/8 b - - 3 39,c6b5 f5e6 g8h8 c7g7 h8g7 e6e7,2336,108,85,21,attraction crushing long middlegame sacrifice,https://lichess.org/SpHmdTAK/black#78,
0Ts7C,4r2k/p1Q5/5p1p/8/4q3/2R4P/P1R3PK/3r4 b - - 2 36,e8e7 c7b8 e7e8 c3c8 d1e1 c8e8 e4e8 c2c8 e8c8 b8c8,2329,89,91,480,clearance crushing endgame exposedKing fork pin veryLong,https://lichess.org/3nMc6S0s/black#72,
0TsHX,8/8/8/2pK2p1/1k4P1/5P2/8/8 w - - 1 62,f3f4 g5f4 d5e4 c5c4 g4g5 c4c3 g5g6 c3c2 g6g7 c2c1q g7g8q c1e3 e4f5 f4f3 g8g3 e3c5,2382,81,72,69,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/sTV4wwrN#123,
0TsPq,2r3k1/6pp/1q2p3/p1npNr2/1p3P2/1P6/1Q4PP/2R1K1NR w K - 1 23,g1e2 f5e5 b2e5 c5d3 e1d2 c8c1 e5h5 g7g6,2384,82,83,151,crushing discoveredAttack exposedKing fork middlegame sacrifice veryLong,https://lichess.org/Eyt3J7uW#45,
0TtAw,8/1b6/p7/3Pk1p1/PPp2p2/2N2P2/3K3P/8 b - - 0 39,b7d5 c3d5 e5d5 h2h3 d5d4 d2c2,2327,95,70,54,crushing defensiveMove endgame long quietMove,https://lichess.org/AqvkuVIh/black#78,
0TuD0,8/3k4/2q3p1/1p3p2/1K1Q3P/PP6/8/8 b - - 1 50,d7c7 d4c5 c7d7 c5b5 c6b5 b4b5,2335,76,96,393,crushing endgame long queenEndgame zugzwang,https://lichess.org/v74Zl0je/black#100,
002LW,3r1rk1/1b1n1pp1/3p4/p4PPQ/4P3/3q1BN1/8/2R2RK1 b - - 1 28,d7e5 f5f6 e5f3 f1f3,2464,88,78,115,advantage middlegame short,https://lichess.org/0khwj5dv/black#56,
00BKa,5rk1/p1Rb1ppp/2n1pn2/8/8/2P3P1/q4PBP/1rNQK2R b K - 2 16,f8c8 c7c8 d7c8 c1a2 b1d1 e1d1,2463,83,91,1312,advantage long middlegame,https://lichess.org/0bBHtpd4/black#32,French_Defense French_Defense_Winawer_Variation
00CbV,2r3k1/5p2/p3p1nQ/3pPP2/2qN4/2b3BP/7K/4R3 b - - 0 33,c3e1 f5f6 e1g3 h2g3 c4d3 d4f3 d3f3 g3f3 g6h4 h6h4,2413,79,95,353,crushing middlegame veryLong,https://lichess.org/B294fXRo/black#66,
00DZe,8/5k2/7p/p1P1bPpP/Pp2P3/1P1pBK2/8/8 w - - 1 47,e3f2 g5g4 f3e3 e5d4 e3d3 d4f2,2404,78,94,4804,bishopEndgame crushing deflection endgame long master skewer,https://lichess.org/MVHl8Zy9#93,
00Gz6,r7/p3qkp1/1p4p1/3Nn3/Q7/4PP2/PP3K2/6R1 b - - 0 25,e7c5 a4f4 f7e6 f4e4 a8f8 g1g6,2456,101,89,1089,crushing endgame fork long pin,https://lichess.org/F80hPRFE/black#50,
00H5n,8/5Rpk/3p3p/p1qPp3/P3n3/5N1P/1Q3PPK/2r5 b - - 0 35,e4f2 b2b7 c1h1 h2g3 f2e4 g3g4 e4f6 f7f6 c5b4 b7b4,2409,96,89,317,advantage endgame pin quietMove veryLong,https://lichess.org/84oSZ8O3/black#70,
00LRv,5r1k/7p/p2pB3/3Pb1p1/4p2q/1P2B3/P1Q2P2/2R3K1 w - - 0 31,f2f4 h4g3 g1h1 g3f3 c2g2 f3e3,2420,92,70,69,crushing exposedKing fork long middlegame,https://lichess.org/AebpnUup#61,
00Mca,1k6/1Pp1rqp1/p1R5/6pp/Q6P/1P6/P4PBK/3r4 b - - 5 34,e7e6 a4c4 e6c6 c4f7,2407,76,91,4451,crushing endgame short,https://lichess.org/FcSCJACK/black#68,
00Mf0,2kr3r/pp1b1pq1/2n1p3/2Pp4/5Np1/1QP3P1/P4PBP/R4RK1 b - - 4 19,g7h6 f1b1 h6h2 g1f1 c6a5 b3b4,2460,91,89,495,advantage long master middlegame quietMove,https://lichess.org/rkMC42R8/black#38,
00Pgk,r2q1rk1/pbp1bp2/1p2pn1Q/5nN1/8/P1NB4/1PP3PP/R4RK1 w - - 2 17,d3f5 d8d4 g1h1 e6f5,2418,79,84,128,advantage intermezzo middlegame short,https://lichess.org/pe4L6fzJ#33,French_Defense French_Defense_Henneberger_Variation
00RPk,8/2p5/5ppp/1PkP4/p4PPP/P1K5/8/8 b - - 0 39,c5b5 c3d4 c7c5 d5c6 b5c6 d4c4,2447,80,94,816,advantage defensiveMove enPassant endgame long pawnEndgame,https://lichess.org/vOFXdfEu/black#78,
00SPy,4r3/5pk1/pp3p2/7q/1P3P1p/P6P/4R1P1/3Q1R1K b - - 0 34,e8e2 f4f5 g7h6 d1d8,2422,94,86,74,advantage endgame quietMove short,https://lichess.org/b7nzWOyx/black#68,
00TEQ,r3k1nr/1bq2ppp/p2p4/1p2p1NQ/3nP3/1BN4P/PP3PP1/R2R2K1 b kq - 2 15,g8f6 h5f7 c7f7 g5f7,2400,101,89,734,advantage attackingF2F7 middlegame short,https://lichess.org/1ix6qpqS/black#30,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Accepted
00V8g,8/4k3/8/1K1n4/P7/8/1P6/8 b - - 0 57,d5c7 b5c6 e7d8 c6b7 d8d7 a4a5,2413,84,77,86,crushing defensiveMove endgame knightEndgame long,https://lichess.org/iPi2LNEj/black#114,
00XPh,2br3k/5p1p/ppn2Np1/2b1q1P1/2P1p2N/P7/1PQ1B1K1/R4R2 w - - 6 27,c2c1 c5d6 c1f4 e5f4 f1f4 d6f4,2444,76,81,369,crushing long middlegame,https://lichess.org/8CP4mZnr#53,
00YHj,5k2/1p6/8/4p2B/1R2Pp1p/3r1KpP/8/8 w - - 1 50,f3e2 d3e3 e2f1 f4f3 h5f3 e3f3,2427,82,91,8129,crushing endgame long,https://lichess.org/BqUcvzk5#99,
00bQR,2r4r/pp1k1ppp/1q2p3/3pP3/Pb1n4/1P1Q4/3B1PPP/RN3RK1 b - - 5 15,c8c2 a4a5 b6c5 d2b4 c5b4 a1a4,2485,88,84,95,advantage long middlegame,https://lichess.org/1RHiWlzj/black#30,French_Defense French_Defense_Advance_Variation
00bgO,8/8/1p1nk3/p2N4/2P1p3/PP2K3/8/8 b - - 4 46,e6d7 d5b6 d7c6 b6a4,2409,77,76,141,crushing defensiveMove endgame knightEndgame master short,https://lichess.org/kVsJ1quC/black#92,
00bmj,r2q1k1r/p1p2ppp/1p6/8/3n2b1/1Q3NP1/PP1N1PP1/3RKB1R w K - 2 15,b3b4 c7c5 b4c4 d8e7 f1e2 b6b5 c4d3 g4f5 d3d4 c5d4,2446,84,38,99,advantage defensiveMove opening pin veryLong,https://lichess.org/FrYWZCWt#29,Queens_Pawn_Game Queens_Pawn_Game_London_System
00f79,3r1rk1/1p2q1pp/p1b2n2/2p1p3/P1P1N2P/1P2QNP1/2PR1P2/2K4R w - - 2 19,e4f6 e7f6 h1d1 e5e4 c1b1 e4f3 d2d8 f8d8 d1d8 f6d8,2456,105,-3,18,crushing middlegame veryLong,https://lichess.org/g0EmQqUx#37,Sicilian_Defense Sicilian_Defense_Modern_Variations
00gbj,8/8/8/3k2K1/6nP/6P1/8/8 b - - 4 57,g4e5 g5f5 e5c4 h4h5 c4d6 f5g6,2469,102,87,316,crushing defensiveMove endgame knightEndgame long quietMove,https://lichess.org/TwMT1En7/black#114,
00gcQ,8/p4p1k/1p4p1/3pQr2/3P3p/5qP1/PPB2P1K/5R2 w - - 6 35,c2d1 h4g3 h2g1 g3f2 g1h2 f3d3 d1e2 d3d2 e5f5 g6f5,2445,93,89,170,advancedPawn advantage endgame veryLong,https://lichess.org/CHTbPYuY#69,
00hJY,3R4/5p1k/p5pp/6q1/1P4P1/P3rP1P/2Q5/6K1 w - - 0 35,d8d7 g5f4 c2f2 e3f3 f2f3 f4f3,2423,78,93,1429,crushing endgame long,https://lichess.org/Qq8MVHpO#69,
